lote,data,acao,motivo,familia,especie,taxonomista,codigo,arquivo_local,arquivo_online,codigo_relacionado,arquivo_local_relacionado,arquivo_online_relacionado
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Fimbristylis dichotoma,R. Trevisan,PEL0002649,./10familias/Cyperaceae/Fimbristylis_dichotoma/PEL0002649.jpg,Cyperaceae/Fimbristylis_dichotoma/PEL0002649.jpg,CESJ061374,./10familias/Cyperaceae/Fimbristylis_dichotoma/CESJ061374.jpg,Cyperaceae/Fimbristylis_dichotoma/CESJ061374.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Fimbristylis dichotoma,R. Trevisan,CESJ061374,./10familias/Cyperaceae/Fimbristylis_dichotoma/CESJ061374.jpg,Cyperaceae/Fimbristylis_dichotoma/CESJ061374.jpg,PEL0002649,./10familias/Cyperaceae/Fimbristylis_dichotoma/PEL0002649.jpg,Cyperaceae/Fimbristylis_dichotoma/PEL0002649.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Eleocharis montana,R. Trevisan,HUEM000003552,./10familias/Cyperaceae/Eleocharis_montana/HUEM000003552.jpg,Cyperaceae/Eleocharis_montana/HUEM000003552.jpg,HCF000023018,./10familias/Cyperaceae/Eleocharis_montana/HCF000023018.jpg,Cyperaceae/Eleocharis_montana/HCF000023018.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Eleocharis montana,R. Trevisan,HCF000023018,./10familias/Cyperaceae/Eleocharis_montana/HCF000023018.jpg,Cyperaceae/Eleocharis_montana/HCF000023018.jpg,HUEM000003552,./10familias/Cyperaceae/Eleocharis_montana/HUEM000003552.jpg,Cyperaceae/Eleocharis_montana/HUEM000003552.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Eleocharis maculosa,R. Trevisan,ICN00007063,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007063.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007063.jpg,HCF000013348,./10familias/Cyperaceae/Eleocharis_maculosa/HCF000013348.jpg,Cyperaceae/Eleocharis_maculosa/HCF000013348.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Eleocharis maculosa,R. Trevisan,HCF000013348,./10familias/Cyperaceae/Eleocharis_maculosa/HCF000013348.jpg,Cyperaceae/Eleocharis_maculosa/HCF000013348.jpg,ICN00007063,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007063.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007063.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Eleocharis maculosa,R. Trevisan,RSPF00005647,./10familias/Cyperaceae/Eleocharis_maculosa/RSPF00005647.jpg,Cyperaceae/Eleocharis_maculosa/RSPF00005647.jpg,ICN00007018,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007018.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007018.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Eleocharis maculosa,R. Trevisan,ICN00007018,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007018.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007018.jpg,RSPF00005647,./10familias/Cyperaceae/Eleocharis_maculosa/RSPF00005647.jpg,Cyperaceae/Eleocharis_maculosa/RSPF00005647.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Cyperaceae,Eleocharis maculosa,R. Trevisan,ICN00007076,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007076.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007076.jpg,FLOR0054506,./10familias/Cyperaceae/Eleocharis_maculosa/FLOR0054506.jpg,Cyperaceae/Eleocharis_maculosa/FLOR0054506.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Cyperaceae,Eleocharis maculosa,R. Trevisan,FLOR0054506,./10familias/Cyperaceae/Eleocharis_maculosa/FLOR0054506.jpg,Cyperaceae/Eleocharis_maculosa/FLOR0054506.jpg,ICN00007076,./10familias/Cyperaceae/Eleocharis_maculosa/ICN00007076.jpg,Cyperaceae/Eleocharis_maculosa/ICN00007076.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Meliaceae,Guarea kunthiana,T.D. Pennington,R000071928_001,./10familias/Meliaceae/Guarea_kunthiana/R000071928_001.jpg,Meliaceae/Guarea_kunthiana/R000071928_001.jpg,NY00865859_01,./10familias/Meliaceae/Guarea_kunthiana/NY00865859_01.jpg,Meliaceae/Guarea_kunthiana/NY00865859_01.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Meliaceae,Guarea kunthiana,T.D. Pennington,NY00865859_01,./10familias/Meliaceae/Guarea_kunthiana/NY00865859_01.jpg,Meliaceae/Guarea_kunthiana/NY00865859_01.jpg,R000071928_001,./10familias/Meliaceae/Guarea_kunthiana/R000071928_001.jpg,Meliaceae/Guarea_kunthiana/R000071928_001.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Meliaceae,Trichilia pallida,T.D. Pennington,NY00837074_01,./10familias/Meliaceae/Trichilia_pallida/NY00837074_01.jpg,Meliaceae/Trichilia_pallida/NY00837074_01.jpg,NY01143032_01,./10familias/Meliaceae/Trichilia_pallida/NY01143032_01.jpg,Meliaceae/Trichilia_pallida/NY01143032_01.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Meliaceae,Trichilia pallida,T.D. Pennington,NY01143032_01,./10familias/Meliaceae/Trichilia_pallida/NY01143032_01.jpg,Meliaceae/Trichilia_pallida/NY01143032_01.jpg,NY00837074_01,./10familias/Meliaceae/Trichilia_pallida/NY00837074_01.jpg,Meliaceae/Trichilia_pallida/NY00837074_01.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Meliaceae,Cedrela fissilis,T.D. Pennington,NY00841423_01,./10familias/Meliaceae/Cedrela_fissilis/NY00841423_01.jpg,Meliaceae/Cedrela_fissilis/NY00841423_01.jpg,MO0100506834,./10familias/Meliaceae/Cedrela_fissilis/MO0100506834.jpg,Meliaceae/Cedrela_fissilis/MO0100506834.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Meliaceae,Cedrela fissilis,T.D. Pennington,MO0100506834,./10familias/Meliaceae/Cedrela_fissilis/MO0100506834.jpg,Meliaceae/Cedrela_fissilis/MO0100506834.jpg,NY00841423_01,./10familias/Meliaceae/Cedrela_fissilis/NY00841423_01.jpg,Meliaceae/Cedrela_fissilis/NY00841423_01.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Meliaceae,Cedrela fissilis,T.D. Pennington,CRI004606,./10familias/Meliaceae/Cedrela_fissilis/CRI004606.jpg,Meliaceae/Cedrela_fissilis/CRI004606.jpg,MO0100506805,./10familias/Meliaceae/Cedrela_fissilis/MO0100506805.jpg,Meliaceae/Cedrela_fissilis/MO0100506805.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Meliaceae,Cedrela fissilis,T.D. Pennington,MO0100506805,./10familias/Meliaceae/Cedrela_fissilis/MO0100506805.jpg,Meliaceae/Cedrela_fissilis/MO0100506805.jpg,CRI004606,./10familias/Meliaceae/Cedrela_fissilis/CRI004606.jpg,Meliaceae/Cedrela_fissilis/CRI004606.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Vittaria lineata,F. Gonzatti,HUCS005579,./10familias/Pteridaceae/Vittaria_lineata/HUCS005579.jpg,Pteridaceae/Vittaria_lineata/HUCS005579.jpg,HUCS011156,./10familias/Pteridaceae/Vittaria_lineata/HUCS011156.jpg,Pteridaceae/Vittaria_lineata/HUCS011156.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Vittaria lineata,F. Gonzatti,HUCS011156,./10familias/Pteridaceae/Vittaria_lineata/HUCS011156.jpg,Pteridaceae/Vittaria_lineata/HUCS011156.jpg,HUCS005579,./10familias/Pteridaceae/Vittaria_lineata/HUCS005579.jpg,Pteridaceae/Vittaria_lineata/HUCS005579.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Pityrogramma calomelanos,J. Prado,UB0035552,./10familias/Pteridaceae/Pityrogramma_calomelanos/UB0035552.jpg,Pteridaceae/Pityrogramma_calomelanos/UB0035552.jpg,CEN00033698,./10familias/Pteridaceae/Pityrogramma_calomelanos/CEN00033698.jpg,Pteridaceae/Pityrogramma_calomelanos/CEN00033698.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Pityrogramma calomelanos,J. Prado,CEN00033698,./10familias/Pteridaceae/Pityrogramma_calomelanos/CEN00033698.jpg,Pteridaceae/Pityrogramma_calomelanos/CEN00033698.jpg,UB0035552,./10familias/Pteridaceae/Pityrogramma_calomelanos/UB0035552.jpg,Pteridaceae/Pityrogramma_calomelanos/UB0035552.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Pityrogramma calomelanos,J. Prado,NY00807736_01,./10familias/Pteridaceae/Pityrogramma_calomelanos/NY00807736_01.jpg,Pteridaceae/Pityrogramma_calomelanos/NY00807736_01.jpg,HUFU00054253,./10familias/Pteridaceae/Pityrogramma_calomelanos/HUFU00054253.jpg,Pteridaceae/Pityrogramma_calomelanos/HUFU00054253.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Pityrogramma calomelanos,J. Prado,HUFU00054253,./10familias/Pteridaceae/Pityrogramma_calomelanos/HUFU00054253.jpg,Pteridaceae/Pityrogramma_calomelanos/HUFU00054253.jpg,NY00807736_01,./10familias/Pteridaceae/Pityrogramma_calomelanos/NY00807736_01.jpg,Pteridaceae/Pityrogramma_calomelanos/NY00807736_01.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Adiantum latifolium,J. Prado,ALCB001092,./10familias/Pteridaceae/Adiantum_latifolium/ALCB001092.jpg,Pteridaceae/Adiantum_latifolium/ALCB001092.jpg,HUEFS0002355,./10familias/Pteridaceae/Adiantum_latifolium/HUEFS0002355.jpg,Pteridaceae/Adiantum_latifolium/HUEFS0002355.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Adiantum latifolium,J. Prado,HUEFS0002355,./10familias/Pteridaceae/Adiantum_latifolium/HUEFS0002355.jpg,Pteridaceae/Adiantum_latifolium/HUEFS0002355.jpg,ALCB001092,./10familias/Pteridaceae/Adiantum_latifolium/ALCB001092.jpg,Pteridaceae/Adiantum_latifolium/ALCB001092.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Doryopteris concolor,J. Prado,SJRP00022189,./10familias/Pteridaceae/Doryopteris_concolor/SJRP00022189.jpg,Pteridaceae/Doryopteris_concolor/SJRP00022189.jpg,UEC076391,./10familias/Pteridaceae/Doryopteris_concolor/UEC076391.jpg,Pteridaceae/Doryopteris_concolor/UEC076391.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Doryopteris concolor,J. Prado,UEC076391,./10familias/Pteridaceae/Doryopteris_concolor/UEC076391.jpg,Pteridaceae/Doryopteris_concolor/UEC076391.jpg,SJRP00022189,./10familias/Pteridaceae/Doryopteris_concolor/SJRP00022189.jpg,Pteridaceae/Doryopteris_concolor/SJRP00022189.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Doryopteris concolor,J. Prado,ESA006563,./10familias/Pteridaceae/Doryopteris_concolor/ESA006563.jpg,Pteridaceae/Doryopteris_concolor/ESA006563.jpg,SJRP00022152,./10familias/Pteridaceae/Doryopteris_concolor/SJRP00022152.jpg,Pteridaceae/Doryopteris_concolor/SJRP00022152.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Doryopteris concolor,J. Prado,SJRP00022152,./10familias/Pteridaceae/Doryopteris_concolor/SJRP00022152.jpg,Pteridaceae/Doryopteris_concolor/SJRP00022152.jpg,ESA006563,./10familias/Pteridaceae/Doryopteris_concolor/ESA006563.jpg,Pteridaceae/Doryopteris_concolor/ESA006563.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Adiantum raddianum,J. Prado,ALCB001134,./10familias/Pteridaceae/Adiantum_raddianum/ALCB001134.jpg,Pteridaceae/Adiantum_raddianum/ALCB001134.jpg,HRCB069657,./10familias/Pteridaceae/Adiantum_raddianum/HRCB069657.jpg,Pteridaceae/Adiantum_raddianum/HRCB069657.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Adiantum raddianum,J. Prado,HRCB069657,./10familias/Pteridaceae/Adiantum_raddianum/HRCB069657.jpg,Pteridaceae/Adiantum_raddianum/HRCB069657.jpg,ALCB001134,./10familias/Pteridaceae/Adiantum_raddianum/ALCB001134.jpg,Pteridaceae/Adiantum_raddianum/ALCB001134.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Pteridaceae,Adiantum raddianum,J. Prado,NY00891461_01,./10familias/Pteridaceae/Adiantum_raddianum/NY00891461_01.jpg,Pteridaceae/Adiantum_raddianum/NY00891461_01.jpg,UEC052864,./10familias/Pteridaceae/Adiantum_raddianum/UEC052864.jpg,Pteridaceae/Adiantum_raddianum/UEC052864.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Pteridaceae,Adiantum raddianum,J. Prado,UEC052864,./10familias/Pteridaceae/Adiantum_raddianum/UEC052864.jpg,Pteridaceae/Adiantum_raddianum/UEC052864.jpg,NY00891461_01,./10familias/Pteridaceae/Adiantum_raddianum/NY00891461_01.jpg,Pteridaceae/Adiantum_raddianum/NY00891461_01.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Chromolaena laevigata,J.N. Nakajima,VIC021124,./10familias/Asteraceae/Chromolaena_laevigata/VIC021124.jpg,Asteraceae/Chromolaena_laevigata/VIC021124.jpg,HUFU00081200,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00081200.jpg,Asteraceae/Chromolaena_laevigata/HUFU00081200.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Chromolaena laevigata,J.N. Nakajima,HUFU00081200,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00081200.jpg,Asteraceae/Chromolaena_laevigata/HUFU00081200.jpg,VIC021124,./10familias/Asteraceae/Chromolaena_laevigata/VIC021124.jpg,Asteraceae/Chromolaena_laevigata/VIC021124.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Chromolaena laevigata,J.N. Nakajima,K000940143_1,./10familias/Asteraceae/Chromolaena_laevigata/K000940143_1.jpg,Asteraceae/Chromolaena_laevigata/K000940143_1.jpg,HUFU00044364,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00044364.jpg,Asteraceae/Chromolaena_laevigata/HUFU00044364.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Chromolaena laevigata,J.N. Nakajima,HUFU00044364,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00044364.jpg,Asteraceae/Chromolaena_laevigata/HUFU00044364.jpg,K000940143_1,./10familias/Asteraceae/Chromolaena_laevigata/K000940143_1.jpg,Asteraceae/Chromolaena_laevigata/K000940143_1.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Chromolaena laevigata,J.N. Nakajima,HUFU00045039,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00045039.jpg,Asteraceae/Chromolaena_laevigata/HUFU00045039.jpg,VIC031342,./10familias/Asteraceae/Chromolaena_laevigata/VIC031342.jpg,Asteraceae/Chromolaena_laevigata/VIC031342.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Chromolaena laevigata,J.N. Nakajima,VIC031342,./10familias/Asteraceae/Chromolaena_laevigata/VIC031342.jpg,Asteraceae/Chromolaena_laevigata/VIC031342.jpg,HUFU00045039,./10familias/Asteraceae/Chromolaena_laevigata/HUFU00045039.jpg,Asteraceae/Chromolaena_laevigata/HUFU00045039.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00046978,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046978.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046978.jpg,HUFU00046942,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046942.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046942.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00046942,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046942.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046942.jpg,HUFU00046978,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046978.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046978.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00078274,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00078274.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00078274.jpg,HUFU00046955,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046955.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046955.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00046955,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046955.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046955.jpg,HUFU00078274,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00078274.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00078274.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00059169,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00059169.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00059169.jpg,HUFU00046938,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046938.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046938.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Lepidaploa rufogrisea,J.N. Nakajima,HUFU00046938,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00046938.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00046938.jpg,HUFU00059169,./10familias/Asteraceae/Lepidaploa_rufogrisea/HUFU00059169.jpg,Asteraceae/Lepidaploa_rufogrisea/HUFU00059169.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Baccharis linearifolia,G. Heiden,ICN00051424,./10familias/Asteraceae/Baccharis_linearifolia/ICN00051424.jpg,Asteraceae/Baccharis_linearifolia/ICN00051424.jpg,HUFU00042375,./10familias/Asteraceae/Baccharis_linearifolia/HUFU00042375.jpg,Asteraceae/Baccharis_linearifolia/HUFU00042375.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Baccharis linearifolia,G. Heiden,HUFU00042375,./10familias/Asteraceae/Baccharis_linearifolia/HUFU00042375.jpg,Asteraceae/Baccharis_linearifolia/HUFU00042375.jpg,ICN00051424,./10familias/Asteraceae/Baccharis_linearifolia/ICN00051424.jpg,Asteraceae/Baccharis_linearifolia/ICN00051424.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,HUFU00042984,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042984.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042984.jpg,CESJ059640,./10familias/Asteraceae/Baccharis_dracunculifolia/CESJ059640.jpg,Asteraceae/Baccharis_dracunculifolia/CESJ059640.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,CESJ059640,./10familias/Asteraceae/Baccharis_dracunculifolia/CESJ059640.jpg,Asteraceae/Baccharis_dracunculifolia/CESJ059640.jpg,HUFU00042984,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042984.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042984.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,VIC008683,./10familias/Asteraceae/Baccharis_dracunculifolia/VIC008683.jpg,Asteraceae/Baccharis_dracunculifolia/VIC008683.jpg,HUFU00042999,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042999.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042999.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Asteraceae,Baccharis dracunculifolia,J.N. Nakajima,HUFU00042999,./10familias/Asteraceae/Baccharis_dracunculifolia/HUFU00042999.jpg,Asteraceae/Baccharis_dracunculifolia/HUFU00042999.jpg,VIC008683,./10familias/Asteraceae/Baccharis_dracunculifolia/VIC008683.jpg,Asteraceae/Baccharis_dracunculifolia/VIC008683.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia pusilliflora,R. Goldenberg,PEL0015995,./10familias/Melastomataceae/Miconia_pusilliflora/PEL0015995.jpg,Melastomataceae/Miconia_pusilliflora/PEL0015995.jpg,UPCB0020240,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020240.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020240.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia pusilliflora,R. Goldenberg,UPCB0020240,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020240.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020240.jpg,PEL0015995,./10familias/Melastomataceae/Miconia_pusilliflora/PEL0015995.jpg,Melastomataceae/Miconia_pusilliflora/PEL0015995.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia pusilliflora,R. Goldenberg,UPCB0020497,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020497.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020497.jpg,UPCB0020520,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020520.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020520.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia pusilliflora,R. Goldenberg,UPCB0020520,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020520.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020520.jpg,UPCB0020497,./10familias/Melastomataceae/Miconia_pusilliflora/UPCB0020497.jpg,Melastomataceae/Miconia_pusilliflora/UPCB0020497.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia albicans,R. Goldenberg,UPCB0016559,./10familias/Melastomataceae/Miconia_albicans/UPCB0016559.jpg,Melastomataceae/Miconia_albicans/UPCB0016559.jpg,HUEFS0090001,./10familias/Melastomataceae/Miconia_albicans/HUEFS0090001.jpg,Melastomataceae/Miconia_albicans/HUEFS0090001.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia albicans,R. Goldenberg,HUEFS0090001,./10familias/Melastomataceae/Miconia_albicans/HUEFS0090001.jpg,Melastomataceae/Miconia_albicans/HUEFS0090001.jpg,UPCB0016559,./10familias/Melastomataceae/Miconia_albicans/UPCB0016559.jpg,Melastomataceae/Miconia_albicans/UPCB0016559.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia albicans,R. Goldenberg,EAC0018194,./10familias/Melastomataceae/Miconia_albicans/EAC0018194.jpg,Melastomataceae/Miconia_albicans/EAC0018194.jpg,HUEFS0009369,./10familias/Melastomataceae/Miconia_albicans/HUEFS0009369.jpg,Melastomataceae/Miconia_albicans/HUEFS0009369.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia albicans,R. Goldenberg,HUEFS0009369,./10familias/Melastomataceae/Miconia_albicans/HUEFS0009369.jpg,Melastomataceae/Miconia_albicans/HUEFS0009369.jpg,EAC0018194,./10familias/Melastomataceae/Miconia_albicans/EAC0018194.jpg,Melastomataceae/Miconia_albicans/EAC0018194.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia albicans,R. Goldenberg,EAC0017319,./10familias/Melastomataceae/Miconia_albicans/EAC0017319.jpg,Melastomataceae/Miconia_albicans/EAC0017319.jpg,UEC200039,./10familias/Melastomataceae/Miconia_albicans/UEC200039.jpg,Melastomataceae/Miconia_albicans/UEC200039.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia albicans,R. Goldenberg,UEC200039,./10familias/Melastomataceae/Miconia_albicans/UEC200039.jpg,Melastomataceae/Miconia_albicans/UEC200039.jpg,EAC0017319,./10familias/Melastomataceae/Miconia_albicans/EAC0017319.jpg,Melastomataceae/Miconia_albicans/EAC0017319.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia albicans,R. Goldenberg,UEC182607,./10familias/Melastomataceae/Miconia_albicans/UEC182607.jpg,Melastomataceae/Miconia_albicans/UEC182607.jpg,UPCB0016921,./10familias/Melastomataceae/Miconia_albicans/UPCB0016921.jpg,Melastomataceae/Miconia_albicans/UPCB0016921.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia albicans,R. Goldenberg,UPCB0016921,./10familias/Melastomataceae/Miconia_albicans/UPCB0016921.jpg,Melastomataceae/Miconia_albicans/UPCB0016921.jpg,UEC182607,./10familias/Melastomataceae/Miconia_albicans/UEC182607.jpg,Melastomataceae/Miconia_albicans/UEC182607.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Miconia albicans,R. Goldenberg,UEC199988,./10familias/Melastomataceae/Miconia_albicans/UEC199988.jpg,Melastomataceae/Miconia_albicans/UEC199988.jpg,VIES016095,./10familias/Melastomataceae/Miconia_albicans/VIES016095.jpg,Melastomataceae/Miconia_albicans/VIES016095.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Miconia albicans,R. Goldenberg,VIES016095,./10familias/Melastomataceae/Miconia_albicans/VIES016095.jpg,Melastomataceae/Miconia_albicans/VIES016095.jpg,UEC199988,./10familias/Melastomataceae/Miconia_albicans/UEC199988.jpg,Melastomataceae/Miconia_albicans/UEC199988.jpg
sem_chave_coleta,2026-09-10,remover,coletor_ou_numero_ausente,Melastomataceae,Chaetogastra gracilis,R. Goldenberg,UPCB0017614,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017614.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017614.jpg,UPCB0027765,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0027765.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0027765.jpg
sem_chave_coleta,2026-09-10,adicionar,substituta,Melastomataceae,Chaetogastra gracilis,F.S. Meyer,UPCB0027765,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0027765.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0027765.jpg,UPCB0017614,./10familias/Melastomataceae/Chaetogastra_gracilis/UPCB0017614.jpg,Melastomataceae/Chaetogastra_gracilis/UPCB0017614.jpg
